,idno,author.name,title,year,supergenre,genre,subgenre.cligs.important,author.country,author.viaf,author.bne,author.gender,title.main,title.viaf,title.bne,author.name.full,subtitle,availability,subgenre.cligs,genre.analyzed,genre.analyzed.cert,date.file,digital.source,digital.source.format,genre.subtitle,narrator,protagonist.gender,setting.type,form,publication,digital.source.idno,author.continent,authorText.group,authorText.subgroup,protagonist.name,protagonist.age,protagonist.socLevel,protagonist.profession,representation,setting.continent,setting.country,setting.settlement,setting.territory,text.movement,time.period,time.span,authorText.relation,end,time.year,keywords.cert,author.movement,author.submovement,author.date.birth,author.date.death,litHist.literaryQuality,litHist.brow,litHist.audience,author.litHist.pages,author.nonNovelGenre,litHist.pages,author.year.change,setting.settlement.represented.exist,setting.represented,MdLE,CoNSSA,CoNSSA.canon,HdLE,subgenre.lithist.MdLE,subgenre.lithist.HdLE,subgenre.edit.epublibre,subgenre.edit.amazon,subgenre.edit.wikidata,subgenre.edit.esdbpedia,subgenre.subtitle.bne,subgenre.subtitle.first.edition,subgenre.cluster,am.tokens,am.chars,am.divs,am.verses,am.sps,am.paragraphs,am.pds,am.numerals,am.puncts,am.blocks,am.chapters,am.shortStories,am.parts,am.sections,am.divisions,am.lg.poems,am.lg.stanzas,am.saids,am.narrative.ps,am.punctual.ss,len.abstract,am.fts,len.chapters.mean,len.chapters.std,len.chapters.median,len.chapters.iqr,am.conjunctions,am.determiners,am.nouns,am.verbs,am.adverbs,am.adjectives,am.adpositions,am.punctuations,am.pronouns,am.dates,am.numbers,am.interjections,am.ne.persons,am.ne.organizations,am.ne.locations,am.ne.others,am.ss,len.ss.mean,len.ss.std,len.ss.median,len.ss.iqr,am.ss.active.verbs.mean,am.ss.active.verbs.std,am.ss.active.verbs.median,am.ss.active.verbs.iqr,am.ws,am.ws.num.mean,am.ws.num.std,am.ws.num.median,am.ws.num.iqr,am.wnlex.noun.plants,am.wnlex.verb.communications,am.wnlex.noun.foods,am.wnlex.verb.possessions,am.wnlex.verb.cognitions,am.wnlex.noun.communications,am.wnlex.noun.states,am.wnlex.verb.statives,am.wnlex.noun.cognitions,am.wnlex.noun.times,am.wnlex.verb.bodys,am.wnlex.noun.persons,am.wnlex.adj.alls,am.wnlex.noun.quantitys,am.wnlex.noun.phenomenons,am.wnlex.verb.creations,am.wnlex.adj.perts,am.wnlex.adv.alls,am.wnlex.noun.processs,am.wnlex.noun.artifacts,am.wnlex.verb.perceptions,am.wnlex.noun.feelings,am.wnlex.verb.weathers,am.wnlex.noun.substances,am.wnlex.noun.shapes,am.wnlex.verb.competitions,am.wnlex.verb.motions,am.wnlex.noun.animals,am.wnlex.noun.acts,am.wnlex.noun.bodys,am.wnlex.noun.objects,am.wnlex.noun.motives,am.wnlex.verb.socials,am.wnlex.noun.groups,am.wnlex.verb.consumptions,am.wnlex.noun.possessions,am.wnlex.noun.Topss,am.wnlex.noun.relations,am.wnlex.noun.attributes,am.wnlex.verb.emotions,am.wnlex.noun.locations,am.wnlex.noun.events,am.wnlex.verb.contacts,am.wnlex.xxxs,am.wnlex.verb.changes,decade
ne0184,ne0184,RamonJimenez,DiarioPoeta,1916,mixed,?,autobiographical,Spain,59077345,XX826262,male,Diario de un poeta recién casado,180372159,XX2569510,Juan Ramón Jiménez,,restricted,"realist,autobiographical",poesía,,2016-04-23,#archive,pdf,diario,autodiegetic,male,big-city,mixed,book,AER-7990,Europe,,,Juan Ramón Jiménez,adult,medium,artist,realistic,America,United States of America,New York,New York,modernista,contemporary,180,high,neutral,1916,medium,avantgarde,4-modernista,1881,1958,,,,153,poetry,8.0,0,True,New York,True,True,False,False,poemas en prosa,,," Antologías; Poesía, Poesía",,,diario,diario,,28145,160153,287,1807,0,361,20,219,8095,2952,246,0,6,32,0,0,0,19,341,1153,102,8,725.40,567.37,565.00,557.25,1806,4227,6731,3375,1418,2447,3793,7227,1969,228,114,94,311,130,244,137,1428,108.94,119.51,69.00,125.00,1.36,1.78,1.00,2.00,33429,,,,,114,174,92,74,143,247,207,881,268,386,184,438,1992,33,176,174,51,426,22,629,247,113,48,285,72,27,381,111,180,275,614,3,96,64,23,26,125,29,377,73,311,169,212,22640,214,1910
ne0185,ne0185,RPAyala,Tinieblas,1907,narrative,novela,sentimental,Spain,12320329,XX982844,male,Tinieblas en las cumbres,,,Ramón Pérez de Ayala,Historias de libertinaje. Virginibus puerisque. Novela póstuma de Plotino Cuevas,restricted,"modernist,naturalist,philosophical,realist,social,sentimental",novela,,2016-01-21,#archive,pdf,novela,homodiegetic,male,rural,prose,book,,Europe,tetralogía autobiográfica,,Alberto Díaz de Guzmán,young,medium,artist,realistic,Europe,Spain,Pinares,Asturias,modernista,contemporary,2,high,negative,,medium,avantgarde,4-modernista,1880,1962,high,high,elite,41,short-stories,2.0,0,True,Asturias,True,True,True,True,novela autobiográfica,,,"Literatura y ficción, Literatura y ficción ; Ensayos",,,novela,novela,,72753,435696,34,27,76,1951,970,30,15469,2109,25,0,4,1,1,6,0,1054,981,4481,2521,1,17379.76,12711.16,12646.00,6462.00,4958,10676,16625,13041,3840,5612,8931,14077,5702,7,281,195,1674,204,270,53,3236,131.54,120.41,99.00,122.25,2.37,2.25,2.00,2.00,83945,,,,,112,1028,189,297,703,882,442,2355,689,365,451,1597,3391,82,278,565,156,1253,58,1441,483,307,46,205,78,72,1163,227,931,994,410,32,579,392,158,52,181,32,902,332,425,333,611,58011,649,1900
ne0186,ne0186,RPAyala,AMDG,1910,narrative,novela,bildungsroman,Spain,12320329,XX982844,male,A. M. D. G.,214001089,,Ramón Pérez de Ayala,,restricted,"memoir,philosophical,realist,social,spiritual,bildungsroman",novela,,2016-01-07,#epublibre,epub,,homodiegetic,male,small-city,prose,book,14206,Europe,tetralogía autobiográfica,,Alberto Díaz de Guzmán (Bertuco),child,low,student,realistic,Europe,Spain,Regium,Asturias,modernista,contemporary,1095,high,positive,,high,avantgarde,4-modernista,1880,1962,low,low,,41,short-stories,1.0,0,True,Oviedo,True,True,True,True,novela autobiográfica,bildungsroman,"Drama, Realista","Literaria, Ficción clásica, Ficción contemporánea;",,,,,,55621,332336,56,88,24,1372,695,20,12231,1553,37,0,9,6,0,14,0,750,676,3783,2035,6,9165.65,6642.24,7621.00,9037.00,3578,8606,13769,10620,2798,3556,7048,12089,4871,60,207,181,1749,462,389,123,3026,111.92,106.14,82.00,102.00,2.13,1.96,2.00,2.00,67383,,,,,73,808,171,390,594,739,363,2155,776,401,359,1362,2181,37,122,413,125,891,37,1068,350,230,63,125,36,64,846,236,877,617,215,27,567,331,160,63,154,14,757,278,292,256,475,46819,466,1910
ne0187,ne0187,RPAyala,Belarmino,1921,narrative,novela,philosophical,Spain,12320329,XX982844,male,Belarmino y Apolonio,203741671,XX2127328,Ramón Pérez de Ayala,Novela,restricted,"realist,social,philosophical",novela,,2016-01-07,#epublibre,epub,novela,homodiegetic,male,small-city,prose,book,14207,Europe,novelas de la última etapa,,Belarmino Pinto,adult,medium,seller,realistic,Europe,Spain,Pilares,León,vanguardista,contemporary,10950,none,neutral,,medium,avantgarde,4-modernista,1880,1962,high,high,elite,41,short-stories,2.0,0,True,Pilares,True,True,True,True,novela normativa,,Drama,"Ficción clásica, Ficción contemporánea; Europea; Ficción, Español y Portugués, Europea; Ensayos; Política, Ensayos, Política; Literatura y ficción, Literatura y ficción",,,novela,novela,,70515,416716,16,45,0,1016,637,26,14966,1077,9,0,0,5,0,12,0,771,379,4306,1232,5,44530.44,25393.85,38366.00,36874.00,5266,9923,15528,12004,3563,4450,9143,14284,6410,29,220,107,1604,324,450,100,3496,116.09,98.19,87.00,107.00,1.95,1.73,1.00,2.00,80927,,,,,49,1317,159,511,824,1091,426,3169,920,382,461,2102,2774,118,151,599,195,1180,20,1444,393,296,45,174,41,48,890,256,787,547,216,29,616,338,139,87,267,27,758,431,310,253,480,55021,586,1920
ne0188,ne0188,Coloma,Boy,1910,narrative,novela,social,Spain,59211037,XX843538,male,Boy,1122145424579486830391,XX1932232,Luis Coloma,,free,"naturalist,realist,crime-fiction,social",novela,,2018-04-17,#archive,pdf,,homodiegetic,male,big-city,prose,book,,Europe,,,Boy,adult,medium,lord,realistic,Europe,Spain,Sevilla,Andalucía,,modern_times,365,low,negative,,medium,realism,naturalista,1851,1915,,,,16,essay,1,0,True,Sevilla,True,True,True,True,,,,,,,,,,61585,356438,38,129,0,1760,604,60,13905,1920,29,0,0,6,0,48,0,708,1156,2722,1949,6,12633.34,3646.56,11967.00,5123.00,4739,9357,13785,11716,3570,3995,8041,11523,5819,54,344,83,1540,446,452,231,1116,328.20,318.92,246.00,226.25,5.88,6.77,4.00,5.00,73026,,,,,63,1134,63,403,636,962,350,2174,658,501,369,1399,2741,43,174,466,107,1508,12,1404,441,271,36,127,31,73,906,171,861,517,159,30,559,341,98,76,101,21,588,302,306,326,495,50472,551,1910
ne0189,ne0189,Coloma,JuanMiseria,1910,narrative,novela,social,Spain,59211037,XX843538,male,Juan Miseria ,292685439,,Luis Coloma,cuadro de costumbres populares,free,"moralist,realist,social",novela,,2018-01-23,#bne,pdf,cuadro,heterodiegetic,male,rural,prose,book,,Europe,,,Juan Miseria,adult,low,?,realistic,Europe,Spain,?,Andalucía,,contemporary,,none,negative,1867,low,realism,naturalista,1851,1915,,,,16,essay,0.2,0,True,Andalucía,True,True,False,False,,,,,,,cuadro,cuadro,,42818,246479,32,64,0,1016,535,42,10853,1106,19,0,2,7,0,34,0,646,481,1700,488,7,13097.89,4200.35,13273.00,5671.50,2951,7278,10452,8440,2017,2491,5278,9521,3723,32,209,84,1026,382,250,155,683,375.85,370.50,271.00,275.50,7.48,8.93,5.00,6.00,52476,,,,,50,904,115,297,337,581,237,1387,359,270,309,1251,1655,48,77,319,98,732,13,1037,353,224,35,99,51,76,672,148,549,539,148,14,361,309,62,53,127,5,402,206,279,226,467,36570,424,1910
ne0191,ne0191,Costa,Paganismo,1917,narrative,novela,philosophical,Spain,59098193,XX884952,male,Último día del paganismo primero de... lo mismo,,bimo0000718537,Joaquín Costa,,free,"historical,political-fiction,realist,social,philosophical",novela,,2016-02-09,#bvmc,html,,heterodiegetic,male,small-city,prose,book,,Europe,,,Numisio,mature,high,politician,realistic,Europe,Spain,Turnovas,Cataluña,modernista,antiquity,365,high,partial negative,,medium,modernism,1-modernista,1846,1911,,,,16,essay,2.0,0,True,Cataluña,True,True,False,True,novela histórica,novela histórica,,Historia,,,,,,123489,738964,31,18,0,1330,505,216,21091,1380,14,0,0,16,0,5,0,621,825,3611,1800,0,53426.64,31785.17,47220.00,32367.00,9486,18656,30158,19202,5505,7598,20606,19713,8949,91,734,91,2666,1092,1966,452,2739,270.01,284.45,193.00,225.00,2.76,2.83,2.00,2.00,140789,,,,,210,1470,186,890,989,1511,806,4812,1502,782,606,2826,4503,172,273,1054,535,1610,64,1910,549,367,73,370,49,235,1314,315,2036,703,782,93,1332,1254,306,269,358,45,1347,386,1291,657,903,97981,1062,1910
ne0192,ne0192,Lanza,Artuna,1893,narrative,novela,sentimental,Spain,24624818,XX952949,male,Artuña,,XX2592005,Silverio Lanza,,free,"sentimental,social",novela,,2016-07-19,#bvmc,html,,heterodiegetic,male,big-city,prose,book,,Europe,principales obras,,Luis Noisse,adult,medium,researcher,realistic,Europe,Atarjea,Granburgo,Granburgo,modernista,contemporary,730,none,negative,18??,medium,modernism,1-modernista,1856,1912,,,,13,short-stories,1.0,0,True,Granburgo,True,True,False,False,,,,,,,,,,89990,516315,59,30,0,5338,4273,30,22128,5430,39,0,9,4,0,6,0,4321,1065,7444,1348,0,13906.15,9120.65,13851.00,10174.50,8806,13054,17315,18911,5817,3928,10489,20987,10355,62,368,211,1783,209,387,81,2861,183.35,179.83,133.00,162.00,3.92,4.31,3.00,4.00,110303,,,,,69,1742,276,791,1541,948,570,5726,882,434,790,2867,2993,79,140,925,117,2132,41,1749,537,314,24,213,51,137,1601,157,1223,530,195,53,1017,639,328,231,284,21,778,575,355,337,643,74342,905,1890
ne0193,ne0193,Lanza,Santiago,1907,narrative,novela,bildungsroman,Spain,24624818,XX952949,male,La rendición de Santiago,bimo0001081035,,Silverio Lanza,,free,"historical,philosophical,social,bildungsroman",novela,,2016-07-19,#bvmc,html,,homodiegetic,male,rural,prose,book,,Europe,principales obras,,Santiago Albo y Mas,child,high,politician,realistic,Europe,Spain,Valdezotes,unknown,modernista,contemporary,9125,none,negative,18??,medium,modernism,1-modernista,1856,1912,,,,13,short-stories,1.0,0,True,Valdezotes,True,True,False,False,ensayo novelado,,"Drama, Sátira"," Hispanoamericana, Literatura y ficción; Hispanoamericana, Literatura y ficción",,,,,,39935,229947,29,7,0,1405,778,4,7938,1444,22,0,0,0,0,4,0,780,627,2247,1716,1,9613.50,6733.01,7168.50,10985.50,3579,5216,7268,6882,1987,1772,4615,7122,4055,16,163,79,538,217,388,61,1322,158.68,142.86,124.00,137.00,3.04,2.84,2.00,3.00,42754,,,,,10,673,94,367,489,448,218,1978,296,170,354,1445,1272,34,39,304,105,726,20,646,134,142,5,51,12,60,472,80,549,175,64,17,463,377,121,130,130,9,344,219,145,104,243,28660,359,1900
ne0194,ne0194,Lanza,CunaFosa,1883,narrative,novela,realist,Spain,24624818,XX952949,male,Mala cuna y mala fosa,a5065071,,Silverio Lanza,,free,"moralist,naturalist,social,realist",novela,,2016-07-20,#bvmc,html,,heterodiegetic,female,rural,prose,book,,Europe,primeras novelas,,Juana,young,low,?,realistic,Europe,Spain,unknown,unknown,naturalista,contemporary,365,none,negative,18??,low,modernism,1-modernista,1856,1912,,,,13,short-stories,0.2,0,True,unknown,True,True,False,False,novela naturalist,,,,,,,,,20486,116582,21,22,0,889,558,8,5388,936,13,0,0,5,0,6,0,566,331,1857,486,0,10007.08,6666.03,9606.00,6918.50,1484,2886,3982,4004,1353,1084,2359,4910,2364,19,107,189,319,48,64,45,1185,97.29,114.37,66.00,87.00,2.11,2.14,2.00,2.00,24741,,,,,14,289,36,155,259,201,110,1125,183,141,202,580,781,41,30,182,31,466,5,486,203,87,13,40,8,25,353,40,235,290,51,1,212,103,40,65,61,9,183,154,89,85,229,16655,193,1880
ne0195,ne0195,CEspina,Esfinge,1914,narrative,novela,realist,Spain,52483495,XX829083,female,La esfinge maragata,312331340,XX2437729,Concha Espina,novela,restricted,"naturalist,sentimental,realist",novela,,2016-09-02,#other,html,novela,heterodiegetic,female,rural,prose,book,,Europe,etapa anterior de 1929,,Mariflor Salvadores,young,low,housewife,realistic,Europe,Spain,Valdecruces,León,social-realista,contemporary,365,none,negative,19??,medium,modernism,3-modernista,1877,1955,medium,,,5,essay,1.0,0,True,Valdecruces,True,True,True,True,,alta novela,,Historia; Ficción clásica,,,novela,novela,,88033,524356,24,140,0,3221,1780,3,19529,3384,23,0,0,0,0,12,0,2004,1441,4794,1691,0,23574.74,6048.77,23150.00,9004.50,6162,15629,22020,14447,3988,7163,13564,18084,5737,43,282,131,1683,167,422,126,2479,217.78,154.30,180.00,159.00,3.27,2.91,2.00,3.00,107250,,,,,159,1624,222,573,916,1206,699,2364,1040,498,761,3155,4718,90,328,536,141,1701,50,1789,811,714,118,212,77,102,1405,251,1086,928,570,40,867,483,199,163,202,21,1113,508,568,466,677,72245,846,1910
ne0196,ne0196,CEspina,Metal,1920,narrative,novela,realist,Spain,52483495,XX829083,female,El metal de los muertos,309270640,XX1961768,Concha Espina,novela,restricted,"social,realist",novela,,2016-09-05,#archive,pdf,novela,heterodiegetic,female,rural,prose,book,,Europe,etapa anterior de 1929,,Aurora,adult,low,?,realistic,Europe,Spain,Riotinto,Andalucía,social-realista,contemporary,365,none,neutral,19??,medium,modernism,3-modernista,1877,1955,,,,5,essay,0.5,0,True,Riotinto,True,True,False,True,novela social,novela social,, Historia; Ficción clásica,,,novela,novela,,95089,563692,107,0,0,3168,1452,27,18608,3270,24,0,2,80,0,0,0,1629,1716,4580,846,0,24504.38,16423.72,18731.00,13071.75,6206,17470,23287,15604,3771,7285,14653,17394,6631,49,292,90,1419,390,673,99,2605,220.74,174.60,181.00,149.00,3.49,3.01,3.00,2.00,112733,,,,,174,1538,143,616,891,1330,704,2729,966,517,716,2769,4669,114,314,477,282,1469,101,2048,819,600,182,439,113,144,1480,242,1417,911,979,31,1043,708,249,146,241,29,1327,568,735,492,907,75330,1020,1920
ne0197,ne0197,CEspina,Altar,1926,narrative,novela,realist,Spain,52483495,XX829083,female,Altar mayor,bimo0001228408,,Concha Espina,,restricted,"religious,sentimental,realist",novela,,2016-08-03,#abbyy,html,,heterodiegetic,male,rural,prose,book,,Europe,mejores novelas,,Javier de la Escosura,young,high,none,realistic,Europe,Spain,Covadonga,Asturias,social-realista,contemporary,365,none,negative,19??,medium,modernism,3-modernista,1877,1955,,,,5,essay,0.5,0,True,Covadonga,True,True,False,True,novela sentimental,novela regional,,,,,,,,71615,424269,28,0,0,2553,1386,5,15336,2581,27,0,0,0,0,0,0,1567,1167,4037,691,0,16174.56,3561.55,16591.00,5399.00,4952,12288,16375,11880,3429,6056,10616,14029,5981,8,139,85,1123,306,604,130,2161,201.12,155.94,167.00,146.00,3.14,2.85,2.00,3.00,85838,,,,,150,1318,82,507,859,1097,604,2290,905,380,490,1956,3912,48,234,425,189,1265,54,1269,603,481,71,200,68,119,995,103,998,552,535,31,791,353,104,72,192,20,1006,473,411,320,528,58101,669,1920
ne0198,ne0198,Lorca,HistoriaVulgar,1917,narrative,novela,realist,Spain,34456883,XX841898,male,Historia vulgar,175523776,,Federico García Lorca,,free,"modernist,sentimental,symbolic,realist",novela,,2016-09-09,#abbyy,html,historia,heterodiegetic,male,rural,prose,book,,Europe,,,Juan,young,low,worker,realistic,Europe,Spain,unknown,unknown,modernista,contemporary,365,none,negative,18??,high,avantgarde,vanguardista,1898,1936,,,,95,poetry,0.2,0,True,unknown,True,True,False,False,,,,,,,historia,historia,bucólica,6389,36239,12,14,0,99,49,4,1458,129,6,0,0,4,0,4,0,58,50,544,97,4,6099.50,1622.55,6218.50,2447.00,378,1144,1494,1256,276,336,843,1059,618,3,12,11,88,6,19,4,331,109.58,182.49,68.00,63.00,2.30,3.63,1.00,1.00,7430,,,,,17,83,12,39,57,82,26,230,49,73,77,197,248,5,32,58,6,105,12,207,59,25,9,48,9,6,170,67,39,72,71,0,48,52,19,11,31,1,47,46,51,26,101,4715,92,1910
ne0200,ne0200,Lorca,FrayAntonio,1917,narrative,novela,bildungsroman,Spain,34456883,XX841898,male,Fray Antonio,,,Federico García Lorca,poema raro,free,"modernist,sentimental,bildungsroman",novela,,2016-08-05,#abbyy,html,poema,heterodiegetic,male,rural,prose,book,,Europe,,,Antonio,young,medium,religious,neutral,Europe,Spain,unknown,unknown,modernista,contemporary,30,none,neutral,19??,high,avantgarde,vanguardista,1898,1936,,,,95,poetry,0.2,0,True,unknown,True,True,False,False,,,, Poesía,,,poema,poema,"mono-diálogo,bucólica",11813,68358,11,0,0,22,0,5,2025,35,4,0,1,0,1,0,0,0,22,644,370,0,12624.00,5788.40,12659.50,7489.50,663,1677,1975,1512,341,686,1293,1063,673,7,15,4,61,9,12,3,284,181.06,229.03,124.00,125.25,3.23,4.01,2.00,3.00,9909,,,,,16,108,7,45,100,102,72,261,140,54,86,142,502,1,49,84,33,151,9,223,139,107,16,62,4,8,142,25,90,137,58,0,59,29,4,2,68,0,167,80,55,75,100,6186,110,1910
ne0201,ne0201,Leon,Jauja,1928,narrative,novela,social,Spain,167235,XX960378,male,Jauja,,XX2600305,Ricardo León,,restricted,"naturalist,realist,symbolic,social",novela,,2018-01-17,#abbyy,html,,heterodiegetic,male,rural,prose,book,,Europe,Otras novelas,,Juan García Olavide,adult,medium,military personnel,realistic,Europe,Spain,Jauja,Andalucía,,contemporary,365,none,negative,1925,medium,modernism,3-modernista,1877,1943,,,,8,poetry,0.2,0,False,Jaén,True,True,False,False,,alta novela,,,,,,,,66871,377257,42,20,0,1167,483,51,15168,1234,34,0,4,2,0,8,0,697,684,3150,480,2,11317.94,2612.88,11396.50,4429.25,6017,11023,16754,8386,3791,4850,10894,13211,4735,39,199,89,1165,341,595,113,2163,179.77,191.45,120.00,192.00,2.23,2.43,1.00,2.00,79988,,,,,137,730,185,326,412,897,551,1972,652,481,372,2111,3245,63,142,379,182,1365,55,1491,448,384,42,230,49,112,666,299,837,596,333,52,428,582,123,163,125,17,861,225,535,323,437,55842,530,1920
ne0202,ne0202,Leon,Casta,1908,narrative,novela,social,Spain,167235,XX960378,male,Casta de hidalgos,3795147270692235700003,,Ricardo León,,restricted,"realist,social",novela,,2018-01-17,#abbyy,html,,heterodiegetic,male,rural,prose,book,,Europe,,,Jesús de Ceballos,young,medium,lord,realistic,Europe,Spain,Santillana del Mar,Cantabria,,contemporary,3650,none,partial negative,19??,medium,modernism,3-modernista,1877,1943,low,low,,8,poetry,1.0,0,True,Santillana del Mar,True,True,True,True,,,,,,,,,,79793,468263,50,84,0,1290,659,27,18659,1425,40,0,5,0,0,10,0,846,631,4177,1719,0,11910.92,6107.69,12266.50,9279.50,5478,13855,20734,12571,3210,6632,12142,16050,5201,14,186,199,1494,244,570,105,2626,183.56,185.00,139.00,154.00,2.47,2.70,2.00,2.00,96272,,,,,217,1026,161,370,702,1120,644,2706,1211,613,715,2243,4524,53,282,522,234,1162,69,2059,810,741,90,267,68,101,1136,286,909,917,584,22,513,484,137,73,403,29,1233,427,563,468,702,63779,893,1900
ne0205,ne0205,Munilla,TrenDirecto,1880,narrative,novela,realist,Spain,42728255,XX1129706,male,El tren directo,,XX2701130,José Ortega Munilla,Relación contemporánea,free,"sentimental,realist",novela,,2018-02-22,#archive,pdf,relación contemporánea,heterodiegetic,female,rural,prose,book,,Europe,,,María Luisa de Güemes,adult,medium,bussines owner,realistic,Europe,Spain,?,Navarra,,contemporary,365,none,negative,18??,medium,realism,naturalista,1856,1922,high,,,16,short-stories,0.5,1884,True,Navarra,True,True,False,False,,,,,,,relación contemporánea,relación contemporánea,,66843,385297,34,22,0,1593,898,40,15233,1677,33,0,0,0,0,10,0,1085,695,3813,557,0,11925.97,5344.12,11233.00,6673.00,4277,10627,16976,13142,3253,4299,8467,13213,5611,23,352,199,1828,525,409,221,2533,156.06,153.84,113.00,153.00,3.05,3.21,2.00,3.00,80439,,,,,153,1082,106,395,578,924,426,2412,772,312,491,1543,2890,85,220,531,110,882,76,1763,583,331,76,329,73,119,1183,301,770,977,397,24,702,381,171,90,255,20,669,416,277,294,674,54868,706,1880
ne0206,ne0206,Munilla,Cleopatra,1884,narrative,novela,realist,Spain,42728255,XX1129706,male,Cleopatra Pérez,bimo0000768084,,José Ortega Munilla,,free,"naturalist,social,realist",novela,,2017-05-03,#abbyy,html,,heterodiegetic,female,big-city,prose,book,,Europe,Relaciones contemporáneas,,Cleopatra Pérez (Cleo),young,low,beggar,realistic,Europe,Spain,Madrid,Castilla,,contemporary,3650,none,negative,188?,medium,realism,naturalista,1856,1922,high,high,,16,short-stories,1.0,1884,True,Madrid,True,True,True,True,novela naturalista,novela naturalista,,"Hispanoamericana, Ficción clásica",,,,,,47119,274751,7,0,0,925,520,15,11021,932,7,0,0,0,0,0,0,672,405,2271,837,0,39948.29,5615.84,39418.00,4252.50,3225,7623,11098,8536,2200,2787,6948,8888,4506,13,255,107,1078,147,450,56,1287,220.02,214.50,162.00,180.50,3.66,3.76,3.00,4.00,56186,,,,,55,744,100,380,422,674,321,2231,519,255,391,1288,1894,52,96,412,63,751,45,1140,441,285,46,141,47,62,685,122,623,581,132,24,562,268,116,89,140,22,541,281,200,239,405,37895,406,1880
ne0207,ne0207,Munilla,PanoPardo,1914,narrative,novela,naturalist,Spain,42728255,XX1129706,male,El paño pardo,,XX2703456,José Ortega Munilla,Crónica de un villorrio en 1890,free,"realist,naturalist",novela,,2018-03-05,#bne,pdf,crónica,heterodiegetic,male,rural,prose,book,,Europe,Novelas afines a las relaciones contemporáneas,,Blas Herró,?,?,?,realistic,Europe,Spain,Zaratán,Castilla,,contemporary,365,none,?,1???,low,realism,naturalista,1856,1922,,,,16,short-stories,0.2,1884,True,Zaratán,True,True,False,False,,novela caciquil,,,,,crónica,,,82784,474807,42,3,30,1890,1076,28,16190,1965,40,0,0,0,0,1,0,1346,814,4932,214,0,11895.62,5675.05,11480.50,4272.25,5748,13036,17688,17578,4094,3953,9817,14852,8999,37,269,63,1387,539,594,191,2942,162.74,226.33,111.00,136.00,3.46,4.73,2.00,3.00,96134,,,,,60,1705,94,841,1057,1316,560,4570,842,483,443,2186,2743,84,131,608,101,1186,32,1448,482,442,44,130,44,185,1165,165,1353,447,183,34,1175,660,194,314,242,20,812,404,377,409,590,64971,800,1910
ne0208,ne0208,Valdes,Aldea,1903,narrative,novela,realist,Spain,61554068,XX1035048,male,La aldea perdida,310256419,XX2118245,Armando Palacio Valdés,novela-poema de costumbres campesinas,free,"naturalist,sentimental,realist",novela,,2016-01-07,#epublibre,epub,,heterodiegetic,male,rural,prose,book,14389,Europe,novelas idílicas asturianas,,Nolo,adult,low,worker,realistic,Europe,Spain,Entralgo,Asturias,realista,contemporary,360,none,negative,,medium,realism,naturalista,1853,1938,high,high,elite,34,short-stories,1.0,1899,True,Entralgo,True,True,True,True,novela realista,,"Drama, Realista"," Clásicos, Ficción clásica, Ficción por género;",,,,,,91345,522498,28,31,0,1754,880,0,14477,1810,22,0,0,4,0,8,0,1046,874,3866,1587,4,24029.50,9572.88,23368.00,8766.25,6405,14423,20702,18988,5753,4763,11430,14285,8742,34,355,188,1565,535,476,258,2651,200.90,172.02,149.00,175.50,4.23,3.85,3.00,4.00,106068,,,,,207,1578,331,869,766,919,393,3317,736,772,714,2718,3189,115,210,742,114,1943,68,1741,695,433,141,270,54,169,1938,352,1207,1064,565,35,1015,520,280,128,313,9,875,574,555,444,1021,70965,1003,1900
ne0209,ne0209,Valdes,Marta,1883,narrative,novela,realist,Spain,61554068,XX1035048,male,Marta y María,310215476,XX2118269,Armando Palacio Valdés,Novela de costumbres,free,"sentimental,spiritual,realist",novela,,2016-04-20,#gutenberg,html,novela de costumbres,heterodiegetic,female,small-city,prose,book,32364,Europe,primera etapa,,María Elorza,young,medium,religious,realistic,Europe,Spain,Nieva,Asturias,realista,contemporary,365,none,positive,18??,medium,realism,naturalista,1853,1938,high,high,,34,short-stories,1.0,1899,True,Nieva,True,True,True,True,,,Realista, Antologías,,,novela de costumbres,novela de costumbres,,90125,525431,20,34,0,1626,955,2,16734,1695,16,0,0,1,0,6,0,1020,671,4769,795,1,33198.44,7852.75,34697.00,9787.50,6224,14537,19316,16609,5360,5515,13498,14575,8772,29,295,216,1514,196,308,87,3151,170.03,138.16,136.00,128.00,2.62,2.54,2.00,2.00,104946,,,,,120,1384,154,874,804,1124,563,3504,1082,618,751,2512,3991,62,338,769,125,1963,58,2214,787,502,141,253,82,141,1534,308,1182,1138,438,47,978,572,188,82,312,17,1038,494,525,548,986,68729,913,1880
